,Casino,Free_internet,Gym,Helpful_votes,Hotel_name,Hotel_stars,Member_years,Nr_hotel_reviews,Nr_reviews,Nr_rooms,Period_of_stay,Pool,Review_month,Review_weekday,Score,Spa,Tennis_court,Traveler_type,User_continent,User_country
364,NO,YES,YES,21,Hilton Grand Vacations at the Flamingo,3,9,13,66,315,Mar-May,YES,March,Friday,5,NO,NO,Friends,North America,USA
365,NO,YES,YES,4,Hilton Grand Vacations at the Flamingo,3,2,7,9,315,Mar-May,YES,March,Tuesday,5,NO,NO,Couples,North America,Hawaii
366,NO,YES,YES,61,Hilton Grand Vacations at the Flamingo,3,1,14,82,315,Mar-May,YES,April,Wednesday,3,NO,NO,Families,North America,Hawaii
367,NO,YES,YES,33,Hilton Grand Vacations at the Flamingo,3,4,48,113,315,Mar-May,YES,April,Sunday,3,NO,NO,Families,North America,Canada
368,NO,YES,YES,12,Hilton Grand Vacations at the Flamingo,3,6,8,11,315,Mar-May,YES,May,Sunday,3,NO,NO,Friends,North America,USA
369,NO,YES,YES,1,Hilton Grand Vacations at the Flamingo,3,3,1,2,315,Mar-May,YES,May,Tuesday,3,NO,NO,Families,North America,Canada
370,NO,YES,YES,24,Hilton Grand Vacations at the Flamingo,3,2,11,31,315,Jun-Aug,YES,June,Wednesday,5,NO,NO,Couples,North America,USA
371,NO,YES,YES,22,Hilton Grand Vacations at the Flamingo,3,5,12,32,315,Jun-Aug,YES,June,Wednesday,4,NO,NO,Couples,Oceania,Australia
372,NO,YES,YES,25,Hilton Grand Vacations at the Flamingo,3,7,7,56,315,Jun-Aug,YES,July,Sunday,3,NO,NO,Families,North America,USA
373,NO,YES,YES,22,Hilton Grand Vacations at the Flamingo,3,3,6,45,315,Jun-Aug,YES,July,Thursday,5,NO,NO,Couples,North America,Canada
374,NO,YES,YES,4,Hilton Grand Vacations at the Flamingo,3,10,4,17,315,Jun-Aug,YES,August,Sunday,4,NO,NO,Families,North America,USA
375,NO,YES,YES,11,Hilton Grand Vacations at the Flamingo,3,1,23,23,315,Jun-Aug,YES,August,Sunday,5,NO,NO,Families,North America,USA
376,NO,YES,YES,24,Hilton Grand Vacations at the Flamingo,3,4,18,56,315,Sep-Nov,YES,September,Saturday,5,NO,NO,Friends,North America,Canada
377,NO,YES,YES,300,Hilton Grand Vacations at the Flamingo,3,10,263,290,315,Sep-Nov,YES,September,Saturday,4,NO,NO,Business,North America,USA
378,NO,YES,YES,9,Hilton Grand Vacations at the Flamingo,3,10,7,26,315,Sep-Nov,YES,October,Friday,4,NO,NO,Families,Oceania,Australia
379,NO,YES,YES,53,Hilton Grand Vacations at the Flamingo,3,5,44,116,315,Sep-Nov,YES,October,Saturday,4,NO,NO,Couples,Asia,India
380,NO,YES,YES,15,Hilton Grand Vacations at the Flamingo,3,5,5,14,315,Sep-Nov,YES,November,Thursday,4,NO,NO,Business,Europe,Czech Republic
381,NO,YES,YES,1,Hilton Grand Vacations at the Flamingo,3,4,7,13,315,Sep-Nov,YES,November,Sunday,5,NO,NO,Business,North America,USA
382,NO,YES,YES,25,Hilton Grand Vacations at the Flamingo,3,8,9,20,315,Dec-Feb,YES,December,Tuesday,4,NO,NO,Couples,North America,USA
383,NO,YES,YES,3,Hilton Grand Vacations at the Flamingo,3,2,3,3,315,Dec-Feb,YES,December,Wednesday,5,NO,NO,Families,North America,Mexico
384,NO,YES,YES,12,Wyndham Grand Desert,3,1,3,17,787,Dec-Feb,YES,January,Sunday,4,NO,YES,Friends,North America,USA
385,NO,YES,YES,13,Wyndham Grand Desert,3,10,11,21,787,Dec-Feb,YES,January,Sunday,5,NO,YES,Families,Oceania,Australia
386,NO,YES,YES,33,Wyndham Grand Desert,3,10,11,60,787,Dec-Feb,YES,January,Sunday,5,NO,YES,Couples,North America,USA
387,NO,YES,YES,15,Wyndham Grand Desert,3,10,4,12,787,Dec-Feb,YES,January,Sunday,5,NO,YES,Couples,North America,Canada
388,NO,YES,YES,51,Wyndham Grand Desert,3,1,12,27,787,Mar-May,YES,April,Sunday,5,NO,YES,Friends,North America,USA
389,NO,YES,YES,35,Wyndham Grand Desert,3,1,12,34,787,Mar-May,YES,April,Sunday,4,NO,YES,Couples,North America,USA
390,NO,YES,YES,38,Wyndham Grand Desert,3,10,22,69,787,Mar-May,YES,April,Sunday,5,NO,YES,Families,North America,Canada
391,NO,YES,YES,7,Wyndham Grand Desert,3,1,4,16,787,Mar-May,YES,April,Sunday,5,NO,YES,Couples,North America,USA
392,NO,YES,YES,5,Wyndham Grand Desert,3,10,5,26,787,Mar-May,YES,April,Sunday,4,NO,YES,Families,Oceania,Australia
393,NO,YES,YES,15,Wyndham Grand Desert,3,10,10,54,787,Mar-May,YES,April,Sunday,4,NO,YES,Business,North America,USA
394,NO,YES,YES,27,Wyndham Grand Desert,3,10,17,35,787,Jun-Aug,YES,July,Sunday,5,NO,YES,Couples,Europe,UK
395,NO,YES,YES,7,Wyndham Grand Desert,3,1,12,23,787,Jun-Aug,YES,July,Sunday,5,NO,YES,Families,Asia,India
396,NO,YES,YES,14,Wyndham Grand Desert,3,10,3,6,787,Jun-Aug,YES,July,Sunday,5,NO,YES,Families,Europe,UK
397,NO,YES,YES,16,Wyndham Grand Desert,3,10,8,27,787,Jun-Aug,YES,July,Sunday,4,NO,YES,Friends,North America,USA
398,NO,YES,YES,14,Wyndham Grand Desert,3,1,8,41,787,Jun-Aug,YES,July,Sunday,3,NO,YES,Families,North America,USA
399,NO,YES,YES,6,Wyndham Grand Desert,3,10,4,12,787,Jun-Aug,YES,July,Sunday,5,NO,YES,Couples,North America,Canada
400,NO,YES,YES,14,Wyndham Grand Desert,3,10,3,14,787,Sep-Nov,YES,October,Sunday,5,NO,YES,Friends,North America,USA
401,NO,YES,YES,265,Wyndham Grand Desert,3,1,162,415,787,Sep-Nov,YES,October,Sunday,4,NO,YES,Business,North America,USA
402,NO,YES,YES,32,Wyndham Grand Desert,3,10,27,76,787,Sep-Nov,YES,October,Sunday,3,NO,YES,Couples,Europe,Ireland
403,NO,YES,YES,30,Wyndham Grand Desert,3,10,12,24,787,Sep-Nov,YES,October,Sunday,4,NO,YES,Couples,Europe,UK
404,NO,YES,YES,23,Wyndham Grand Desert,3,1,9,23,787,Sep-Nov,YES,October,Sunday,3,NO,YES,Families,Asia,Japan
405,NO,YES,YES,47,Wyndham Grand Desert,3,10,24,182,787,Sep-Nov,YES,October,Sunday,4,NO,YES,Families,North America,USA
406,NO,YES,YES,133,Wyndham Grand Desert,3,10,28,289,787,Dec-Feb,YES,January,Sunday,4,NO,YES,Families,North America,USA
407,NO,YES,YES,46,Wyndham Grand Desert,3,1,35,101,787,Dec-Feb,YES,January,Sunday,5,NO,YES,Friends,North America,Canada
408,YES,YES,YES,20,The Venetian Las Vegas Hotel,5,2,11,31,4027,Dec-Feb,YES,January,Friday,4,YES,NO,Business,Europe,Ireland
409,YES,YES,YES,9,The Venetian Las Vegas Hotel,5,10,6,20,4027,Dec-Feb,YES,January,Wednesday,5,YES,NO,Solo,North America,USA
410,YES,YES,YES,15,The Venetian Las Vegas Hotel,5,5,16,60,4027,Dec-Feb,YES,February,Saturday,4,YES,NO,Families,North America,USA
411,YES,YES,YES,2,The Venetian Las Vegas Hotel,5,10,0,1,4027,Dec-Feb,YES,February,Sunday,5,YES,NO,Couples,North America,Mexico
412,YES,YES,YES,13,The Venetian Las Vegas Hotel,5,2,3,9,4027,Mar-May,YES,March,Thursday,3,YES,NO,Couples,North America,USA
413,YES,YES,YES,5,The Venetian Las Vegas Hotel,5,5,7,19,4027,Mar-May,YES,March,Wednesday,5,YES,NO,Couples,North America,USA
414,YES,YES,YES,206,The Venetian Las Vegas Hotel,5,9,78,116,4027,Mar-May,YES,April,Sunday,5,YES,NO,Couples,Asia,Israel
415,YES,YES,YES,26,The Venetian Las Vegas Hotel,5,2,13,22,4027,Mar-May,YES,April,Friday,4,YES,NO,Couples,Oceania,Australia
416,YES,YES,YES,26,The Venetian Las Vegas Hotel,5,1,10,83,4027,Mar-May,YES,May,Tuesday,4,YES,NO,Families,Oceania,Australia
417,YES,YES,YES,9,The Venetian Las Vegas Hotel,5,1,3,20,4027,Mar-May,YES,May,Monday,5,YES,NO,Couples,Europe,UK
418,YES,YES,YES,6,The Venetian Las Vegas Hotel,5,1,5,7,4027,Jun-Aug,YES,June,Monday,5,YES,NO,Couples,North America,USA
419,YES,YES,YES,46,The Venetian Las Vegas Hotel,5,6,34,95,4027,Jun-Aug,YES,June,Sunday,5,YES,NO,Business,North America,USA
420,YES,YES,YES,19,The Venetian Las Vegas Hotel,5,4,6,15,4027,Jun-Aug,YES,July,Wednesday,4,YES,NO,Couples,Oceania,Australia
421,YES,YES,YES,12,The Venetian Las Vegas Hotel,5,5,7,13,4027,Jun-Aug,YES,July,Sunday,4,YES,NO,Couples,Europe,UK
422,YES,YES,YES,24,The Venetian Las Vegas Hotel,5,10,8,19,4027,Jun-Aug,YES,August,Wednesday,5,YES,NO,Families,North America,Canada
423,YES,YES,YES,15,The Venetian Las Vegas Hotel,5,3,6,21,4027,Jun-Aug,YES,August,Saturday,5,YES,NO,Couples,Europe,UK
424,YES,YES,YES,14,The Venetian Las Vegas Hotel,5,5,11,56,4027,Sep-Nov,YES,September,Friday,5,YES,NO,Couples,Europe,UK
425,YES,YES,YES,15,The Venetian Las Vegas Hotel,5,7,7,29,4027,Sep-Nov,YES,September,Thursday,5,YES,NO,Couples,Europe,UK
426,YES,YES,YES,8,The Venetian Las Vegas Hotel,5,2,0,20,4027,Sep-Nov,YES,October,Friday,5,YES,NO,Couples,South America,Brazil
427,YES,YES,YES,31,The Venetian Las Vegas Hotel,5,8,20,39,4027,Sep-Nov,YES,October,Thursday,4,YES,NO,Couples,Europe,UK
428,YES,YES,YES,3,The Venetian Las Vegas Hotel,5,5,6,9,4027,Sep-Nov,YES,November,Saturday,5,YES,NO,Friends,Europe,Switzerland
429,YES,YES,YES,29,The Venetian Las Vegas Hotel,5,4,38,43,4027,Sep-Nov,YES,November,Saturday,5,YES,NO,Couples,Oceania,Australia
430,YES,YES,YES,11,The Venetian Las Vegas Hotel,5,9,10,16,4027,Dec-Feb,YES,December,Thursday,5,YES,NO,Families,Asia,Singapore
431,YES,YES,YES,12,The Venetian Las Vegas Hotel,5,10,6,6,4027,Dec-Feb,YES,December,Wednesday,4,YES,NO,Couples,North America,USA
432,YES,YES,YES,3,Bellagio Las Vegas,5,3,6,16,3933,Dec-Feb,YES,January,Saturday,4,YES,NO,Solo,Oceania,Australia
433,YES,YES,YES,13,Bellagio Las Vegas,5,5,3,15,3933,Dec-Feb,YES,January,Thursday,5,YES,NO,Families,North America,USA
434,YES,YES,YES,26,Bellagio Las Vegas,5,3,6,30,3933,Dec-Feb,YES,February,Tuesday,4,YES,NO,Couples,North America,USA
435,YES,YES,YES,111,Bellagio Las Vegas,5,1,9,41,3933,Dec-Feb,YES,February,Friday,5,YES,NO,Business,North America,USA
436,YES,YES,YES,53,Bellagio Las Vegas,5,6,35,44,3933,Mar-May,YES,March,Tuesday,5,YES,NO,Couples,Asia,India
437,YES,YES,YES,17,Bellagio Las Vegas,5,10,9,30,3933,Mar-May,YES,March,Tuesday,2,YES,NO,Business,North America,USA
438,YES,YES,YES,18,Bellagio Las Vegas,5,4,10,23,3933,Mar-May,YES,April,Monday,5,YES,NO,Business,Europe,Ireland
439,YES,YES,YES,8,Bellagio Las Vegas,5,3,0,3,3933,Mar-May,YES,April,Tuesday,2,YES,NO,Families,Europe,Spain
440,YES,YES,YES,16,Bellagio Las Vegas,5,3,6,12,3933,Mar-May,YES,May,Friday,3,YES,NO,Friends,Europe,UK
441,YES,YES,YES,17,Bellagio Las Vegas,5,1,6,15,3933,Mar-May,YES,May,Thursday,5,YES,NO,Couples,Europe,UK
442,YES,YES,YES,5,Bellagio Las Vegas,5,1,0,5,3933,Jun-Aug,YES,June,Wednesday,5,YES,NO,Families,Europe,UK
443,YES,YES,YES,11,Bellagio Las Vegas,5,6,5,32,3933,Jun-Aug,YES,June,Sunday,4,YES,NO,Business,North America,USA
444,YES,YES,YES,23,Bellagio Las Vegas,5,5,5,28,3933,Jun-Aug,YES,July,Friday,5,YES,NO,Couples,North America,USA
445,YES,YES,YES,48,Bellagio Las Vegas,5,10,18,77,3933,Jun-Aug,YES,July,Saturday,4,YES,NO,Families,Asia,Korea
446,YES,YES,YES,2,Bellagio Las Vegas,5,10,8,11,3933,Jun-Aug,YES,August,Monday,4,YES,NO,Solo,North America,USA
447,YES,YES,YES,37,Bellagio Las Vegas,5,6,25,102,3933,Jun-Aug,YES,August,Sunday,5,YES,NO,Families,Europe,Scotland
448,YES,YES,YES,2,Bellagio Las Vegas,5,6,3,13,3933,Sep-Nov,YES,September,Tuesday,5,YES,NO,Couples,Europe,Ireland
449,YES,YES,YES,31,Bellagio Las Vegas,5,2,13,62,3933,Sep-Nov,YES,September,Tuesday,4,YES,NO,Business,North America,USA
450,YES,YES,YES,42,Bellagio Las Vegas,5,5,22,26,3933,Sep-Nov,YES,October,Sunday,5,YES,NO,Couples,Europe,UK
451,YES,YES,YES,12,Bellagio Las Vegas,5,1,6,13,3933,Sep-Nov,YES,October,Saturday,4,YES,NO,Couples,Europe,UK
452,YES,YES,YES,43,Bellagio Las Vegas,5,4,18,26,3933,Sep-Nov,YES,November,Monday,5,YES,NO,Friends,Europe,UK
453,YES,YES,YES,39,Bellagio Las Vegas,5,3,10,17,3933,Sep-Nov,YES,November,Saturday,5,YES,NO,Friends,North America,Canada
454,YES,YES,YES,1,Bellagio Las Vegas,5,1,4,4,3933,Dec-Feb,YES,December,Monday,4,YES,NO,Business,Asia,India
455,YES,YES,YES,19,Bellagio Las Vegas,5,4,18,20,3933,Dec-Feb,YES,December,Friday,2,YES,NO,Families,Asia,Malaysia
456,YES,YES,YES,7,Paris Las Vegas,4,7,3,14,2916,Dec-Feb,YES,January,Saturday,4,YES,NO,Couples,North America,USA
457,YES,YES,YES,12,Paris Las Vegas,4,1,3,19,2916,Dec-Feb,YES,January,Wednesday,5,YES,NO,Couples,North America,Canada
458,YES,YES,YES,2,Paris Las Vegas,4,1,4,4,2916,Dec-Feb,YES,February,Wednesday,2,YES,NO,Couples,North America,USA
459,YES,YES,YES,43,Paris Las Vegas,4,4,12,116,2916,Dec-Feb,YES,February,Tuesday,4,YES,NO,Friends,North America,USA
460,YES,YES,YES,59,Paris Las Vegas,4,9,13,121,2916,Mar-May,YES,March,Tuesday,2,YES,NO,Couples,North America,USA
461,YES,YES,YES,6,Paris Las Vegas,4,2,7,14,2916,Mar-May,YES,March,Friday,5,YES,NO,Couples,North America,USA
462,YES,YES,YES,54,Paris Las Vegas,4,9,16,56,2916,Mar-May,YES,April,Tuesday,4,YES,NO,Business,North America,USA
463,YES,YES,YES,39,Paris Las Vegas,4,3,4,73,2916,Mar-May,YES,April,Monday,3,YES,NO,Friends,North America,Canada
464,YES,YES,YES,4,Paris Las Vegas,4,6,5,9,2916,Mar-May,YES,May,Thursday,5,YES,NO,Friends,North America,USA
465,YES,YES,YES,51,Paris Las Vegas,4,5,42,137,2916,Mar-May,YES,May,Sunday,3,YES,NO,Couples,North America,USA
466,YES,YES,YES,38,Paris Las Vegas,4,4,12,30,2916,Jun-Aug,YES,June,Saturday,5,YES,NO,Couples,Oceania,Australia
467,YES,YES,YES,49,Paris Las Vegas,4,6,19,130,2916,Jun-Aug,YES,June,Sunday,3,YES,NO,Couples,North America,Costa Rica
468,YES,YES,YES,23,Paris Las Vegas,4,3,15,50,2916,Jun-Aug,YES,July,Friday,4,YES,NO,Couples,North America,USA
469,YES,YES,YES,11,Paris Las Vegas,4,3,9,22,2916,Jun-Aug,YES,July,Wednesday,4,YES,NO,Families,Europe,UK
470,YES,YES,YES,65,Paris Las Vegas,4,4,37,85,2916,Jun-Aug,YES,August,Friday,5,YES,NO,Families,Africa,Egypt
471,YES,YES,YES,26,Paris Las Vegas,4,3,7,73,2916,Jun-Aug,YES,August,Thursday,5,YES,NO,Couples,North America,USA
472,YES,YES,YES,27,Paris Las Vegas,4,2,10,20,2916,Sep-Nov,YES,September,Thursday,4,YES,NO,Couples,North America,USA
473,YES,YES,YES,13,Paris Las Vegas,4,2,6,13,2916,Sep-Nov,YES,September,Tuesday,5,YES,NO,Couples,North America,Canada
474,YES,YES,YES,10,Paris Las Vegas,4,2,3,18,2916,Sep-Nov,YES,October,Monday,2,YES,NO,Couples,North America,Canada
475,YES,YES,YES,6,Paris Las Vegas,4,1,4,6,2916,Sep-Nov,YES,October,Saturday,5,YES,NO,Couples,North America,USA
476,YES,YES,YES,25,Paris Las Vegas,4,6,8,48,2916,Sep-Nov,YES,November,Monday,4,YES,NO,Couples,North America,USA
477,YES,YES,YES,5,Paris Las Vegas,4,10,3,24,2916,Sep-Nov,YES,November,Sunday,5,YES,NO,Couples,North America,USA
478,YES,YES,YES,63,Paris Las Vegas,4,4,26,123,2916,Dec-Feb,YES,December,Saturday,5,YES,NO,Couples,North America,Canada
479,YES,YES,YES,6,Paris Las Vegas,4,1,7,24,2916,Dec-Feb,YES,December,Thursday,4,YES,NO,Friends,North America,USA
480,YES,YES,YES,17,The Westin las Vegas Hotel Casino & Spa,4,4,13,20,826,Dec-Feb,YES,January,Monday,4,YES,NO,Couples,North America,Canada
481,YES,YES,YES,4,The Westin las Vegas Hotel Casino & Spa,4,7,3,15,826,Dec-Feb,YES,January,Tuesday,3,YES,NO,Families,North America,USA
482,YES,YES,YES,129,The Westin las Vegas Hotel Casino & Spa,4,3,72,189,826,Dec-Feb,YES,February,Friday,4,YES,NO,Solo,Europe,Italy
483,YES,YES,YES,27,The Westin las Vegas Hotel Casino & Spa,4,8,19,25,826,Dec-Feb,YES,February,Monday,3,YES,NO,Couples,North America,USA
484,YES,YES,YES,12,The Westin las Vegas Hotel Casino & Spa,4,4,11,33,826,Mar-May,YES,March,Wednesday,5,YES,NO,Business,North America,USA
485,YES,YES,YES,13,The Westin las Vegas Hotel Casino & Spa,4,4,7,14,826,Mar-May,YES,March,Thursday,5,YES,NO,Friends,North America,USA
486,YES,YES,YES,47,The Westin las Vegas Hotel Casino & Spa,4,4,22,38,826,Mar-May,YES,April,Monday,4,YES,NO,Business,North America,USA
487,YES,YES,YES,85,The Westin las Vegas Hotel Casino & Spa,4,12,43,169,826,Mar-May,YES,April,Sunday,4,YES,NO,Solo,Africa,Egypt
488,YES,YES,YES,21,The Westin las Vegas Hotel Casino & Spa,4,4,17,20,826,Mar-May,YES,May,Sunday,3,YES,NO,Friends,North America,USA
489,YES,YES,YES,18,The Westin las Vegas Hotel Casino & Spa,4,3,10,17,826,Mar-May,YES,May,Tuesday,4,YES,NO,Couples,North America,USA
490,YES,YES,YES,161,The Westin las Vegas Hotel Casino & Spa,4,11,47,96,826,Jun-Aug,YES,June,Monday,4,YES,NO,Solo,North America,USA
491,YES,YES,YES,11,The Westin las Vegas Hotel Casino & Spa,4,5,13,38,826,Jun-Aug,YES,June,Sunday,3,YES,NO,Business,North America,USA
492,YES,YES,YES,9,The Westin las Vegas Hotel Casino & Spa,4,6,11,12,826,Jun-Aug,YES,July,Monday,4,YES,NO,Families,Asia,India
493,YES,YES,YES,1,The Westin las Vegas Hotel Casino & Spa,4,6,8,9,826,Jun-Aug,YES,July,Monday,5,YES,NO,Couples,North America,USA
494,YES,YES,YES,22,The Westin las Vegas Hotel Casino & Spa,4,7,21,23,826,Jun-Aug,YES,August,Wednesday,3,YES,NO,Families,North America,USA
495,YES,YES,YES,3,The Westin las Vegas Hotel Casino & Spa,4,5,6,21,826,Jun-Aug,YES,August,Tuesday,4,YES,NO,Couples,North America,USA
496,YES,YES,YES,19,The Westin las Vegas Hotel Casino & Spa,4,6,27,30,826,Sep-Nov,YES,September,Friday,5,YES,NO,Solo,North America,USA
497,YES,YES,YES,59,The Westin las Vegas Hotel Casino & Spa,4,11,16,63,826,Sep-Nov,YES,September,Wednesday,3,YES,NO,Couples,North America,USA
498,YES,YES,YES,25,The Westin las Vegas Hotel Casino & Spa,4,1,3,35,826,Sep-Nov,YES,October,Monday,5,YES,NO,Couples,Europe,UK
499,YES,YES,YES,8,The Westin las Vegas Hotel Casino & Spa,4,1,4,15,826,Sep-Nov,YES,October,Sunday,5,YES,NO,Couples,Europe,UK
500,YES,YES,YES,29,The Westin las Vegas Hotel Casino & Spa,4,8,13,50,826,Sep-Nov,YES,November,Thursday,4,YES,NO,Couples,North America,Canada
501,YES,YES,YES,31,The Westin las Vegas Hotel Casino & Spa,4,4,23,154,826,Sep-Nov,YES,November,Thursday,4,YES,NO,Friends,North America,USA
502,YES,YES,YES,5,The Westin las Vegas Hotel Casino & Spa,4,9,6,9,826,Dec-Feb,YES,December,Wednesday,2,YES,NO,Families,North America,USA
503,YES,YES,YES,112,The Westin las Vegas Hotel Casino & Spa,4,5,19,20,826,Dec-Feb,YES,December,Tuesday,4,YES,NO,Families,North America,USA
